code	notes	emoji	description	ASCII	tagged_desc	url
1F6F3 FE0F	fully-qualified     # 🛳️ E0.7 passenger ship	🛳️	passenger ship	<f0><9f><9b><b3><ef><b8><8f>	jaugur_passenger_ship 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/passenger-ship_1f6f3-fe0f.png
1F6F3	unqualified         # 🛳 E0.7 passenger ship	🛳	passenger ship	<f0><9f><9b><b3>	jaugur_passenger_ship 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/passenger-ship_1f6f3-fe0f.png
26F4 FE0F	fully-qualified     # ⛴️ E0.7 ferry	⛴️	ferry	<e2><9b><b4><ef><b8><8f>	jaugur_ferry 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ferry_26f4-fe0f.png
26F4	unqualified         # ⛴ E0.7 ferry	⛴	ferry	<e2><9b><b4>	jaugur_ferry 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ferry_26f4-fe0f.png
1F6E5 FE0F	fully-qualified     # 🛥️ E0.7 motor boat	🛥️	motor boat	<f0><9f><9b><a5><ef><b8><8f>	jaugur_motor_boat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/motor-boat_1f6e5-fe0f.png
1F6E5	unqualified         # 🛥 E0.7 motor boat	🛥	motor boat	<f0><9f><9b><a5>	jaugur_motor_boat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/motor-boat_1f6e5-fe0f.png
1F6A2	fully-qualified     # 🚢 E0.6 ship	🚢	ship	<f0><9f><9a><a2>	jaugur_ship 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ship_1f6a2.png
2708 FE0F	fully-qualified     # ✈️ E0.6 airplane	✈️	airplane	<e2><9c><88><ef><b8><8f>	jaugur_airplane 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/airplane_2708-fe0f.png
2708	unqualified         # ✈ E0.6 airplane	✈	airplane	<e2><9c><88>	jaugur_airplane 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/airplane_2708-fe0f.png
1F6E9 FE0F	fully-qualified     # 🛩️ E0.7 small airplane	🛩️	small airplane	<f0><9f><9b><a9><ef><b8><8f>	jaugur_small_airplane 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/small-airplane_1f6e9-fe0f.png
1F6E9	unqualified         # 🛩 E0.7 small airplane	🛩	small airplane	<f0><9f><9b><a9>	jaugur_small_airplane 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/small-airplane_1f6e9-fe0f.png
1F6EB	fully-qualified     # 🛫 E1.0 airplane departure	🛫	airplane departure	<f0><9f><9b><ab>	jaugur_airplane_departure 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/airplane-departure_1f6eb.png
1F6EC	fully-qualified     # 🛬 E1.0 airplane arrival	🛬	airplane arrival	<f0><9f><9b><ac>	jaugur_airplane_arrival 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/airplane-arrival_1f6ec.png
1FA82	fully-qualified     # 🪂 E12.0 parachute	🪂	parachute	<f0><9f><aa><82>	jaugur_parachute 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/parachute_1fa82.png
1F4BA	fully-qualified     # 💺 E0.6 seat	💺	seat	<f0><9f><92><ba>	jaugur_seat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/seat_1f4ba.png
1F681	fully-qualified     # 🚁 E1.0 helicopter	🚁	helicopter	<f0><9f><9a><81>	jaugur_helicopter 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/helicopter_1f681.png
1F69F	fully-qualified     # 🚟 E1.0 suspension railway	🚟	suspension railway	<f0><9f><9a><9f>	jaugur_suspension_railway 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/suspension-railway_1f69f.png
1F6A0	fully-qualified     # 🚠 E1.0 mountain cableway	🚠	mountain cableway	<f0><9f><9a><a0>	jaugur_mountain_cableway 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mountain-cableway_1f6a0.png
1F6A1	fully-qualified     # 🚡 E1.0 aerial tramway	🚡	aerial tramway	<f0><9f><9a><a1>	jaugur_aerial_tramway 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/aerial-tramway_1f6a1.png
1F6F0 FE0F	fully-qualified     # 🛰️ E0.7 satellite	🛰️	satellite	<f0><9f><9b><b0><ef><b8><8f>	jaugur_satellite 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/satellite_1f6f0-fe0f.png
1F6F0	unqualified         # 🛰 E0.7 satellite	🛰	satellite	<f0><9f><9b><b0>	jaugur_satellite 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/satellite_1f6f0-fe0f.png
1F680	fully-qualified     # 🚀 E0.6 rocket	🚀	rocket	<f0><9f><9a><80>	jaugur_rocket 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rocket_1f680.png
1F6F8	fully-qualified     # 🛸 E5.0 flying saucer	🛸	flying saucer	<f0><9f><9b><b8>	jaugur_flying_saucer 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flying-saucer_1f6f8.png
1F6CE FE0F	fully-qualified     # 🛎️ E0.7 bellhop bell	🛎️	bellhop bell	<f0><9f><9b><8e><ef><b8><8f>	jaugur_bellhop_bell 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/bellhop-bell_1f6ce-fe0f.png
1F6CE	unqualified         # 🛎 E0.7 bellhop bell	🛎	bellhop bell	<f0><9f><9b><8e>	jaugur_bellhop_bell 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/bellhop-bell_1f6ce-fe0f.png
1F9F3	fully-qualified     # 🧳 E11.0 luggage	🧳	luggage	<f0><9f><a7><b3>	jaugur_luggage 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/luggage_1f9f3.png
231B	fully-qualified     # ⌛ E0.6 hourglass done	⌛	hourglass done	<e2><8c><9b>	jaugur_hourglass_done 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hourglass-done_231b.png
23F3	fully-qualified     # ⏳ E0.6 hourglass not done	⏳	hourglass not done	<e2><8f><b3>	jaugur_hourglass_not_done 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hourglass-not-done_23f3.png
231A	fully-qualified     # ⌚ E0.6 watch	⌚	watch	<e2><8c><9a>	jaugur_watch 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/watch_231a.png
23F0	fully-qualified     # ⏰ E0.6 alarm clock	⏰	alarm clock	<e2><8f><b0>	jaugur_alarm_clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/alarm-clock_23f0.png
23F1 FE0F	fully-qualified     # ⏱️ E1.0 stopwatch	⏱️	stopwatch	<e2><8f><b1><ef><b8><8f>	jaugur_stopwatch 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/stopwatch_23f1-fe0f.png
23F1	unqualified         # ⏱ E1.0 stopwatch	⏱	stopwatch	<e2><8f><b1>	jaugur_stopwatch 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/stopwatch_23f1-fe0f.png
23F2 FE0F	fully-qualified     # ⏲️ E1.0 timer clock	⏲️	timer clock	<e2><8f><b2><ef><b8><8f>	jaugur_timer_clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/timer-clock_23f2-fe0f.png
23F2	unqualified         # ⏲ E1.0 timer clock	⏲	timer clock	<e2><8f><b2>	jaugur_timer_clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/timer-clock_23f2-fe0f.png
1F570 FE0F	fully-qualified     # 🕰️ E0.7 mantelpiece clock	🕰️	mantelpiece clock	<f0><9f><95><b0><ef><b8><8f>	jaugur_mantelpiece_clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mantelpiece-clock_1f570-fe0f.png
1F570	unqualified         # 🕰 E0.7 mantelpiece clock	🕰	mantelpiece clock	<f0><9f><95><b0>	jaugur_mantelpiece_clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mantelpiece-clock_1f570-fe0f.png
1F55B	fully-qualified     # 🕛 E0.6 twelve o’clock	🕛	twelve o’clock	<f0><9f><95><9b>	jaugur_twelve_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/twelve-oclock_1f55b.png
1F567	fully-qualified     # 🕧 E0.7 twelve-thirty	🕧	twelve-thirty	<f0><9f><95><a7>	jaugur_twelve-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/twelve-thirty_1f567.png
1F550	fully-qualified     # 🕐 E0.6 one o’clock	🕐	one o’clock	<f0><9f><95><90>	jaugur_one_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/one-oclock_1f550.png
1F55C	fully-qualified     # 🕜 E0.7 one-thirty	🕜	one-thirty	<f0><9f><95><9c>	jaugur_one-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/one-thirty_1f55c.png
1F551	fully-qualified     # 🕑 E0.6 two o’clock	🕑	two o’clock	<f0><9f><95><91>	jaugur_two_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/two-oclock_1f551.png
1F55D	fully-qualified     # 🕝 E0.7 two-thirty	🕝	two-thirty	<f0><9f><95><9d>	jaugur_two-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/two-thirty_1f55d.png
1F552	fully-qualified     # 🕒 E0.6 three o’clock	🕒	three o’clock	<f0><9f><95><92>	jaugur_three_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/three-oclock_1f552.png
1F55E	fully-qualified     # 🕞 E0.7 three-thirty	🕞	three-thirty	<f0><9f><95><9e>	jaugur_three-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/three-thirty_1f55e.png
1F553	fully-qualified     # 🕓 E0.6 four o’clock	🕓	four o’clock	<f0><9f><95><93>	jaugur_four_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/four-oclock_1f553.png
1F55F	fully-qualified     # 🕟 E0.7 four-thirty	🕟	four-thirty	<f0><9f><95><9f>	jaugur_four-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/four-thirty_1f55f.png
1F554	fully-qualified     # 🕔 E0.6 five o’clock	🕔	five o’clock	<f0><9f><95><94>	jaugur_five_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/five-oclock_1f554.png
1F560	fully-qualified     # 🕠 E0.7 five-thirty	🕠	five-thirty	<f0><9f><95><a0>	jaugur_five-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/five-thirty_1f560.png
1F555	fully-qualified     # 🕕 E0.6 six o’clock	🕕	six o’clock	<f0><9f><95><95>	jaugur_six_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/six-oclock_1f555.png
1F561	fully-qualified     # 🕡 E0.7 six-thirty	🕡	six-thirty	<f0><9f><95><a1>	jaugur_six-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/six-thirty_1f561.png
1F556	fully-qualified     # 🕖 E0.6 seven o’clock	🕖	seven o’clock	<f0><9f><95><96>	jaugur_seven_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/seven-oclock_1f556.png
1F562	fully-qualified     # 🕢 E0.7 seven-thirty	🕢	seven-thirty	<f0><9f><95><a2>	jaugur_seven-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/seven-thirty_1f562.png
1F557	fully-qualified     # 🕗 E0.6 eight o’clock	🕗	eight o’clock	<f0><9f><95><97>	jaugur_eight_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eight-oclock_1f557.png
1F563	fully-qualified     # 🕣 E0.7 eight-thirty	🕣	eight-thirty	<f0><9f><95><a3>	jaugur_eight-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eight-thirty_1f563.png
1F558	fully-qualified     # 🕘 E0.6 nine o’clock	🕘	nine o’clock	<f0><9f><95><98>	jaugur_nine_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nine-oclock_1f558.png
1F564	fully-qualified     # 🕤 E0.7 nine-thirty	🕤	nine-thirty	<f0><9f><95><a4>	jaugur_nine-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nine-thirty_1f564.png
1F559	fully-qualified     # 🕙 E0.6 ten o’clock	🕙	ten o’clock	<f0><9f><95><99>	jaugur_ten_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ten-oclock_1f559.png
1F565	fully-qualified     # 🕥 E0.7 ten-thirty	🕥	ten-thirty	<f0><9f><95><a5>	jaugur_ten-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ten-thirty_1f565.png
1F55A	fully-qualified     # 🕚 E0.6 eleven o’clock	🕚	eleven o’clock	<f0><9f><95><9a>	jaugur_eleven_o’clock 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eleven-oclock_1f55a.png
1F566	fully-qualified     # 🕦 E0.7 eleven-thirty	🕦	eleven-thirty	<f0><9f><95><a6>	jaugur_eleven-thirty 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eleven-thirty_1f566.png
1F311	fully-qualified     # 🌑 E0.6 new moon	🌑	new moon	<f0><9f><8c><91>	jaugur_new_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/new-moon_1f311.png
1F312	fully-qualified     # 🌒 E1.0 waxing crescent moon	🌒	waxing crescent moon	<f0><9f><8c><92>	jaugur_waxing_crescent_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waxing-crescent-moon_1f312.png
1F313	fully-qualified     # 🌓 E0.6 first quarter moon	🌓	first quarter moon	<f0><9f><8c><93>	jaugur_first_quarter_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/first-quarter-moon_1f313.png
1F314	fully-qualified     # 🌔 E0.6 waxing gibbous moon	🌔	waxing gibbous moon	<f0><9f><8c><94>	jaugur_waxing_gibbous_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waxing-gibbous-moon_1f314.png
1F315	fully-qualified     # 🌕 E0.6 full moon	🌕	full moon	<f0><9f><8c><95>	jaugur_full_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/full-moon_1f315.png
1F316	fully-qualified     # 🌖 E1.0 waning gibbous moon	🌖	waning gibbous moon	<f0><9f><8c><96>	jaugur_waning_gibbous_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waning-gibbous-moon_1f316.png
1F317	fully-qualified     # 🌗 E1.0 last quarter moon	🌗	last quarter moon	<f0><9f><8c><97>	jaugur_last_quarter_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/last-quarter-moon_1f317.png
1F318	fully-qualified     # 🌘 E1.0 waning crescent moon	🌘	waning crescent moon	<f0><9f><8c><98>	jaugur_waning_crescent_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waning-crescent-moon_1f318.png
1F319	fully-qualified     # 🌙 E0.6 crescent moon	🌙	crescent moon	<f0><9f><8c><99>	jaugur_crescent_moon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/crescent-moon_1f319.png
1F31A	fully-qualified     # 🌚 E1.0 new moon face	🌚	new moon face	<f0><9f><8c><9a>	jaugur_new_moon_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/new-moon-face_1f31a.png
1F31B	fully-qualified     # 🌛 E0.6 first quarter moon face	🌛	first quarter moon face	<f0><9f><8c><9b>	jaugur_first_quarter_moon_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/first-quarter-moon-face_1f31b.png
1F31C	fully-qualified     # 🌜 E0.7 last quarter moon face	🌜	last quarter moon face	<f0><9f><8c><9c>	jaugur_last_quarter_moon_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/last-quarter-moon-face_1f31c.png
1F321 FE0F	fully-qualified     # 🌡️ E0.7 thermometer	🌡️	thermometer	<f0><9f><8c><a1><ef><b8><8f>	jaugur_thermometer 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/thermometer_1f321-fe0f.png
1F321	unqualified         # 🌡 E0.7 thermometer	🌡	thermometer	<f0><9f><8c><a1>	jaugur_thermometer 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/thermometer_1f321-fe0f.png
2600 FE0F	fully-qualified     # ☀️ E0.6 sun	☀️	sun	<e2><98><80><ef><b8><8f>	jaugur_sun 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun_2600-fe0f.png
2600	unqualified         # ☀ E0.6 sun	☀	sun	<e2><98><80>	jaugur_sun 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun_2600-fe0f.png
1F31D	fully-qualified     # 🌝 E1.0 full moon face	🌝	full moon face	<f0><9f><8c><9d>	jaugur_full_moon_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/full-moon-face_1f31d.png
1F31E	fully-qualified     # 🌞 E1.0 sun with face	🌞	sun with face	<f0><9f><8c><9e>	jaugur_sun_with_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-with-face_1f31e.png
1FA90	fully-qualified     # 🪐 E12.0 ringed planet	🪐	ringed planet	<f0><9f><aa><90>	jaugur_ringed_planet 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ringed-planet_1fa90.png
2B50	fully-qualified     # ⭐ E0.6 star	⭐	star	<e2><ad><90>	jaugur_star 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/star_2b50.png
1F31F	fully-qualified     # 🌟 E0.6 glowing star	🌟	glowing star	<f0><9f><8c><9f>	jaugur_glowing_star 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/glowing-star_1f31f.png
1F320	fully-qualified     # 🌠 E0.6 shooting star	🌠	shooting star	<f0><9f><8c><a0>	jaugur_shooting_star 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/shooting-star_1f320.png
1F30C	fully-qualified     # 🌌 E0.6 milky way	🌌	milky way	<f0><9f><8c><8c>	jaugur_milky_way 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/milky-way_1f30c.png
2601 FE0F	fully-qualified     # ☁️ E0.6 cloud	☁️	cloud	<e2><98><81><ef><b8><8f>	jaugur_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud_2601-fe0f.png
2601	unqualified         # ☁ E0.6 cloud	☁	cloud	<e2><98><81>	jaugur_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud_2601-fe0f.png
26C5	fully-qualified     # ⛅ E0.6 sun behind cloud	⛅	sun behind cloud	<e2><9b><85>	jaugur_sun_behind_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-cloud_26c5.png
26C8 FE0F	fully-qualified     # ⛈️ E0.7 cloud with lightning and rain	⛈️	cloud with lightning and rain	<e2><9b><88><ef><b8><8f>	jaugur_cloud_with_lightning_and_rain 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-lightning-and-rain_26c8-fe0f.png
26C8	unqualified         # ⛈ E0.7 cloud with lightning and rain	⛈	cloud with lightning and rain	<e2><9b><88>	jaugur_cloud_with_lightning_and_rain 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-lightning-and-rain_26c8-fe0f.png
1F324 FE0F	fully-qualified     # 🌤️ E0.7 sun behind small cloud	🌤️	sun behind small cloud	<f0><9f><8c><a4><ef><b8><8f>	jaugur_sun_behind_small_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-small-cloud_1f324-fe0f.png
1F324	unqualified         # 🌤 E0.7 sun behind small cloud	🌤	sun behind small cloud	<f0><9f><8c><a4>	jaugur_sun_behind_small_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-small-cloud_1f324-fe0f.png
1F325 FE0F	fully-qualified     # 🌥️ E0.7 sun behind large cloud	🌥️	sun behind large cloud	<f0><9f><8c><a5><ef><b8><8f>	jaugur_sun_behind_large_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-large-cloud_1f325-fe0f.png
1F325	unqualified         # 🌥 E0.7 sun behind large cloud	🌥	sun behind large cloud	<f0><9f><8c><a5>	jaugur_sun_behind_large_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-large-cloud_1f325-fe0f.png
1F326 FE0F	fully-qualified     # 🌦️ E0.7 sun behind rain cloud	🌦️	sun behind rain cloud	<f0><9f><8c><a6><ef><b8><8f>	jaugur_sun_behind_rain_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-rain-cloud_1f326-fe0f.png
1F326	unqualified         # 🌦 E0.7 sun behind rain cloud	🌦	sun behind rain cloud	<f0><9f><8c><a6>	jaugur_sun_behind_rain_cloud 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sun-behind-rain-cloud_1f326-fe0f.png
1F327 FE0F	fully-qualified     # 🌧️ E0.7 cloud with rain	🌧️	cloud with rain	<f0><9f><8c><a7><ef><b8><8f>	jaugur_cloud_with_rain 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-rain_1f327-fe0f.png
1F327	unqualified         # 🌧 E0.7 cloud with rain	🌧	cloud with rain	<f0><9f><8c><a7>	jaugur_cloud_with_rain 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-rain_1f327-fe0f.png
1F328 FE0F	fully-qualified     # 🌨️ E0.7 cloud with snow	🌨️	cloud with snow	<f0><9f><8c><a8><ef><b8><8f>	jaugur_cloud_with_snow 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-snow_1f328-fe0f.png
1F328	unqualified         # 🌨 E0.7 cloud with snow	🌨	cloud with snow	<f0><9f><8c><a8>	jaugur_cloud_with_snow 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-snow_1f328-fe0f.png
1F329 FE0F	fully-qualified     # 🌩️ E0.7 cloud with lightning	🌩️	cloud with lightning	<f0><9f><8c><a9><ef><b8><8f>	jaugur_cloud_with_lightning 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-lightning_1f329-fe0f.png
1F329	unqualified         # 🌩 E0.7 cloud with lightning	🌩	cloud with lightning	<f0><9f><8c><a9>	jaugur_cloud_with_lightning 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cloud-with-lightning_1f329-fe0f.png
1F32A FE0F	fully-qualified     # 🌪️ E0.7 tornado	🌪️	tornado	<f0><9f><8c><aa><ef><b8><8f>	jaugur_tornado 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/tornado_1f32a-fe0f.png
1F32A	unqualified         # 🌪 E0.7 tornado	🌪	tornado	<f0><9f><8c><aa>	jaugur_tornado 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/tornado_1f32a-fe0f.png
1F32B FE0F	fully-qualified     # 🌫️ E0.7 fog	🌫️	fog	<f0><9f><8c><ab><ef><b8><8f>	jaugur_fog 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/fog_1f32b-fe0f.png
1F32B	unqualified         # 🌫 E0.7 fog	🌫	fog	<f0><9f><8c><ab>	jaugur_fog 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/fog_1f32b-fe0f.png
1F32C FE0F	fully-qualified     # 🌬️ E0.7 wind face	🌬️	wind face	<f0><9f><8c><ac><ef><b8><8f>	jaugur_wind_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/wind-face_1f32c-fe0f.png
1F32C	unqualified         # 🌬 E0.7 wind face	🌬	wind face	<f0><9f><8c><ac>	jaugur_wind_face 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/wind-face_1f32c-fe0f.png
1F300	fully-qualified     # 🌀 E0.6 cyclone	🌀	cyclone	<f0><9f><8c><80>	jaugur_cyclone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cyclone_1f300.png
1F308	fully-qualified     # 🌈 E0.6 rainbow	🌈	rainbow	<f0><9f><8c><88>	jaugur_rainbow 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow_1f308.png
1F302	fully-qualified     # 🌂 E0.6 closed umbrella	🌂	closed umbrella	<f0><9f><8c><82>	jaugur_closed_umbrella 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/closed-umbrella_1f302.png
2602 FE0F	fully-qualified     # ☂️ E0.7 umbrella	☂️	umbrella	<e2><98><82><ef><b8><8f>	jaugur_umbrella 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/umbrella_2602-fe0f.png
